# S12_frequency_set	VNA_S12_trace
# "S12 frequency"	"S12 magnitude"
# 1000
100000	-20.19044386
20119919.9199199	-51.5675922
40139839.8398398	-51.78909597
60159759.7597598	-52.2754289
80179679.6796797	-52.61811945
100199599.5996	-52.96668577
120219519.51952	-53.3378267
140239439.439439	-53.63303784
160259359.359359	-53.93047898
180279279.279279	-54.16626081
200299199.199199	-54.38920976
220319119.119119	-54.59222087
240339039.039039	-54.82457845
260358958.958959	-55.02837354
280378878.878879	-55.2497859
300398798.798799	-55.45982474
320418718.718719	-55.65578822
340438638.638639	-55.84106154
360458558.558559	-56.01293209
380478478.478478	-56.17451981
400498398.398398	-56.35207558
420518318.318318	-56.5273898
440538238.238238	-56.6860637
460558158.158158	-56.841084
480578078.078078	-56.95953873
500597997.997998	-57.1330929
520617917.917918	-57.24865537
540637837.837838	-57.41796874
560657757.757758	-57.57770033
580677677.677678	-57.7370584
600697597.597598	-57.8660295
620717517.517517	-58.00582827
640737437.437437	-58.15991533
660757357.357357	-58.30514928
680777277.277277	-58.42153241
700797197.197197	-58.55571905
720817117.117117	-58.67935103
740837037.037037	-58.81600739
760856956.956957	-58.90804654
780876876.876877	-59.08328361
800896796.796797	-59.1813702
820916716.716717	-59.31758244
840936636.636637	-59.44418225
860956556.556557	-59.54508747
880976476.476476	-59.66181722
900996396.396396	-59.73825386
921016316.316316	-59.89407129
941036236.236236	-60.00404647
961056156.156156	-60.0893344
981076076.076076	-60.26037443
1001095995.996	-60.33209882
1021115915.91592	-60.49944797
1041135835.83584	-60.58570708
1061155755.75576	-60.72258664
1081175675.67568	-60.83232359
1101195595.5956	-60.89303672
1121215515.51552	-61.03395986
1141235435.43544	-61.07839474
1161255355.35536	-61.14194914
1181275275.27528	-61.25266344
1201295195.1952	-61.33102078
1221315115.11512	-61.46691895
1241335035.03503	-61.57881384
1261354954.95495	-61.65324765
1281374874.87487	-61.7734757
1301394794.79479	-61.85555917
1321414714.71471	-61.95135604
1341434634.63463	-62.04236657
1361454554.55455	-62.16987331
1381474474.47447	-62.25986514
1401494394.39439	-62.34465646
1421514314.31431	-62.44050755
1441534234.23423	-62.53049114
1461554154.15415	-62.6185258
1481574074.07407	-62.72533621
1501593993.99399	-62.81915629
1521613913.91391	-62.89530854
1541633833.83383	-62.94036859
1561653753.75375	-63.02348395
1581673673.67367	-63.08439373
1601693593.59359	-63.21743623
1621713513.51351	-63.31755009
1641733433.43343	-63.42638561
1661753353.35335	-63.51289465
1681773273.27327	-63.55396387
1701793193.19319	-63.61642664
1721813113.11311	-63.73430053
1741833033.03303	-63.86422326
1761852952.95295	-63.91732257
1781872872.87287	-64.00766973
1801892792.79279	-64.11814119
1821912712.71271	-64.22860562
1841932632.63263	-64.32635504
1861952552.55255	-64.36498817
1881972472.47247	-64.45963433
1901992392.39239	-64.56796322
1922012312.31231	-64.64460028
1942032232.23223	-64.70933043
1962052152.15215	-64.78995268
1982072072.07207	-64.9449164
2002091991.99199	-65.05369805
2022111911.91191	-65.13762466
2042131831.83183	-65.18401654
2062151751.75175	-65.25153485
2082171671.67167	-65.38605936
2102191591.59159	-65.45031822
2122211511.51151	-65.54888229
2142231431.43143	-65.56557543
2162251351.35135	-65.70133698
2182271271.27127	-65.77690501
2202291191.19119	-65.87999552
2222311111.11111	-65.95906641
2242331031.03103	-65.9242724
2262350950.95095	-66.14342449
2282370870.87087	-66.17488471
2302390790.79079	-66.22424557
2322410710.71071	-66.28673172
2342430630.63063	-66.37209175
2362450550.55055	-66.50241371
2382470470.47047	-66.53053547
2402490390.39039	-66.63740824
2422510310.31031	-66.73243849
2442530230.23023	-66.85311075
2462550150.15015	-66.91711394
2482570070.07007	-66.9282528
2502589989.98999	-67.02588989
2522609909.90991	-67.10145854
2542629829.82983	-67.18918432
2562649749.74975	-67.2450149
2582669669.66967	-67.37128364
2602689589.58959	-67.44404231
2622709509.50951	-67.55260295
2642729429.42943	-67.58634319
2662749349.34935	-67.69397667
2682769269.26927	-67.69678103
2702789189.18919	-67.8544032
2722809109.10911	-67.90465883
2742829029.02903	-67.94480524
2762848948.94895	-67.98678677
2782868868.86887	-68.11633303
2802888788.78879	-68.20019128
2822908708.70871	-68.25444482
2842928628.62863	-68.31172038
2862948548.54855	-68.37946173
2882968468.46847	-68.45955706
2902988388.38839	-68.52153737
2923008308.30831	-68.64985462
2943028228.22823	-68.69841645
2963048148.14815	-68.75093917
2983068068.06807	-68.83564167
3003087987.98799	-68.92200957
3023107907.90791	-69.04773516
3043127827.82783	-69.11912712
3063147747.74775	-69.15823493
3083167667.66767	-69.19436621
3103187587.58759	-69.23111244
3123207507.50751	-69.40224852
3143227427.42743	-69.38711441
3163247347.34735	-69.46603567
3183267267.26727	-69.5099739
3203287187.18719	-69.54743329
3223307107.10711	-69.64175515
3243327027.02703	-69.7456418
3263346946.94695	-69.76108235
3283366866.86687	-69.83830846
3303386786.78679	-69.91030303
3323406706.70671	-70.03334787
3343426626.62663	-70.06670981
3363446546.54655	-70.18148223
3383466466.46647	-70.19749783
3403486386.38639	-70.2236783
3423506306.30631	-70.33884196
3443526226.22623	-70.41144542
3463546146.14615	-70.45302358
3483566066.06607	-70.49652935
3503585985.98599	-70.57244782
3523605905.90591	-70.6113993
3543625825.82583	-70.60100068
3563645745.74575	-70.75616416
3583665665.66567	-70.77635649
3603685585.58559	-70.81191869
3623705505.50551	-70.9063948
3643725425.42543	-70.93743412
3663745345.34535	-70.9571403
3683765265.26526	-71.03548545
3703785185.18518	-71.07230565
3723805105.1051	-71.16039228
3743825025.02502	-71.25022178
3763844944.94494	-71.27000449
3783864864.86486	-71.27147607
3803884784.78478	-71.40942844
3823904704.7047	-71.43075744
3843924624.62462	-71.50756509
3863944544.54454	-71.60381102
3883964464.46446	-71.49941324
3903984384.38438	-71.63874776
3924004304.3043	-71.65794326
3944024224.22422	-71.73392815
3964044144.14414	-71.70958442
3984064064.06406	-71.81316785
4004083983.98398	-71.86162852
4024103903.9039	-71.87017753
4044123823.82382	-72.01319831
4064143743.74374	-72.09242622
4084163663.66366	-72.1986772
4104183583.58358	-72.15288097
4124203503.5035	-72.32166971
4144223423.42342	-72.30098809
4164243343.34334	-72.3572763
4184263263.26326	-72.37499703
4204283183.18318	-72.44725988
4224303103.1031	-72.52197526
4244323023.02302	-72.52386553
4264342942.94294	-72.60912329
4284362862.86286	-72.61521298
4304382782.78278	-72.65161548
4324402702.7027	-72.79661681
4344422622.62262	-72.86064637
4364442542.54254	-72.92046194
4384462462.46246	-72.99645079
4404482382.38238	-72.96495825
4424502302.3023	-73.04684377
4444522222.22222	-73.13279276
4464542142.14214	-73.21438337
4484562062.06206	-73.24521417
4504581981.98198	-73.27517212
4524601901.9019	-73.30514001
4544621821.82182	-73.40599527
4564641741.74174	-73.47407853
4584661661.66166	-73.60163576
4604681581.58158	-73.57465667
4624701501.5015	-73.63858939
4644721421.42142	-73.68990034
4664741341.34134	-73.74391892
4684761261.26126	-73.77851078
4704781181.18118	-73.88307705
4724801101.1011	-73.87814305
4744821021.02102	-73.99394384
4764840940.94094	-74.03570017
4784860860.86086	-74.08284833
4804880780.78078	-74.15418022
4824900700.7007	-74.14040354
4844920620.62062	-74.21571752
4864940540.54054	-74.38033702
4884960460.46046	-74.44679094
4904980380.38038	-74.41683244
4925000300.3003	-74.54246984
4945020220.22022	-74.53870988
4965040140.14014	-74.63256964
4985060060.06006	-74.67602943
5005079979.97998	-74.70727983
5025099899.8999	-74.73618902
5045119819.81982	-74.815703
