# Time_set	MSO_chan2_trace
# "Channel 2 time series"	"Voltage"
# 100000
-0.247216435709442	-0.000130397096
-0.247211435659441	0.000704344604
-0.247206435609441	-0.000244593712
-0.24720143555944	-0.000423791516
-0.24719643550944	-0.000335871976
-0.24719143545944	0.00038289496
-0.247186435409439	5.92758400000002e-06
-0.247181435359438	0.00037301636
-0.247176435309438	0.000528900668
-0.247171435259437	-0.000255657744
-0.247166435209437	0.000279367232
-0.247161435159436	0.000282330812
-0.247156435109436	0.00044216656
-0.247151435059435	-0.0002058696
-0.247146435009435	0.000127631936
-0.247141434959434	5.8284164e-05
-0.247136434909434	0.000408974464
-0.247131434859433	0.00054194042
-0.247126434809433	0.0003226355
-0.247121434759432	0.000231554808
-0.247116434709432	0.00018038366
-0.247111434659432	-0.000182556104
-0.247106434609431	-0.000118740348
-0.24710143455943	-1.6990768e-05
-0.24709643450943	0.000322437928
-0.247091434459429	0.000293789988
-0.247086434409429	0.000361952328
-0.247081434359428	0.00024953386
-0.247076434309428	6.5199184e-05
-0.247071434259427	-0.000598445164
-0.247066434209427	0.000230962092
-0.247061434159426	0.000593704284
-0.247056434109426	0.000468246064
-0.247051434059425	0.000278379372
-0.247046434009425	0.000272847356
-0.247041433959424	0.000338638832
-0.247036433909424	0.000161416748
-0.247031433859423	0.00045500874
-0.247026433809423	0.000609312472
-0.247021433759422	0.000195596704
-0.247016433709422	0.000326191796
-0.247011433659421	0.00016161432
-0.247006433609421	0.000811428628
-0.247001433559421	0.000174851644
-0.24699643350942	0.000421619072
-0.246991433459419	0.00058046696
-0.246986433409419	0.0008313834
-0.246981433359418	0.000981735692
-0.246976433309418	0.000665027776
-0.246971433259417	0.000220293204
-0.246966433209417	0.000219107772
-0.246961433159416	0.000198362712
-0.246956433109416	0.000730819252
-0.246951433059415	0.000663644772
-0.246946433009415	-4.2675128e-05
-0.246941432959414	0.000405023024
-0.246936432909414	0.000160428888
-0.246931432859413	0.000714223204
-0.246926432809413	0.000220490776
-0.246921432759413	-0.000388030984
-0.246916432709412	0.000687748556
-0.246911432659411	0.0010240161
-0.246906432609411	-0.000264350912
-0.24690143255941	0.000495708572
-0.24689643250941	0.00033053838
-0.246891432459409	0.0001250635
-0.246886432409409	0.000649024444
-0.246881432359408	0.00025546102
-0.246876432309408	0.000366891628
-0.246871432259407	0.000535420544
-0.246866432209407	0.000567822352
-0.246861432159406	-0.000497485872
-0.246856432109406	0.0003819071
-0.246851432059405	0.00060516346
-0.246846432009405	0.00053206182
-0.246841431959405	0.00018137152
-0.246836431909404	0.000523368652
-0.246831431859403	0.000478124664
-0.246826431809403	0.000144030412
-0.246821431759402	0.000876429816
-0.246816431709402	0.000404035164
-0.246811431659401	0.001122209384
-0.246806431609401	-0.000286083832
-0.2468014315594	0.000248348428
-0.2467964315094	-2.0547064e-05
-0.246791431459399	0.000587777124
-0.246786431409399	0.000551226304
-0.246781431359398	-0.000143436848
-0.246776431309398	0.000718174644
-0.246771431259397	0.000333699532
-0.246766431209397	0.00098153812
-0.246761431159396	6.2235604e-05
-0.246756431109396	0.000968103224
