# S21_frequency_set	VNA_S21_trace
# "S21 frequency"	"S21 magnitude"
# 1000
100000	-19.21077788
20119919.9199199	-47.14329997
40139839.8398398	-56.15954575
60159759.7597598	-57.20244413
80179679.6796797	-53.39216561
100199599.5996	-60.96781373
120219519.51952	-63.45221306
140239439.439439	-53.46448173
160259359.359359	-57.5236955
180279279.279279	-55.1194988
200299199.199199	-57.53088769
220319119.119119	-56.21306032
240339039.039039	-57.24850671
260358958.958959	-68.59994908
280378878.878879	-53.39759806
300398798.798799	-51.37801432
320418718.718719	-64.71443131
340438638.638639	-51.67975308
360458558.558559	-73.28941144
380478478.478478	-56.74845801
400498398.398398	-50.16129385
420518318.318318	-48.29711469
440538238.238238	-50.44583969
460558158.158158	-49.88741641
480578078.078078	-50.41549561
500597997.997998	-57.41664975
520617917.917918	-50.59578862
540637837.837838	-56.55389237
560657757.757758	-52.0557907
580677677.677678	-52.84610877
600697597.597598	-61.3204544
620717517.517517	-62.52766496
640737437.437437	-53.41850431
660757357.357357	-58.83264056
680777277.277277	-66.96335067
700797197.197197	-63.62993674
720817117.117117	-48.92882838
740837037.037037	-56.6066538
760856956.956957	-47.7123812
780876876.876877	-50.53004956
800896796.796797	-54.05896516
820916716.716717	-65.33311712
840936636.636637	-51.55936781
860956556.556557	-57.58426857
880976476.476476	-56.30326158
900996396.396396	-55.94384016
921016316.316316	-50.47289258
941036236.236236	-51.5737674
961056156.156156	-52.31237491
981076076.076076	-51.34495617
1001095995.996	-54.07997484
1021115915.91592	-57.45884408
1041135835.83584	-61.59462246
1061155755.75576	-56.06857191
1081175675.67568	-48.41789907
1101195595.5956	-49.75536764
1121215515.51552	-58.01422964
1141235435.43544	-50.91430874
1161255355.35536	-47.56420859
1181275275.27528	-55.17565024
1201295195.1952	-60.94522064
1221315115.11512	-50.11457693
1241335035.03503	-52.84798473
1261354954.95495	-62.84184614
1281374874.87487	-64.31136151
1301394794.79479	-55.87968083
1321414714.71471	-53.7389692
1341434634.63463	-55.93012997
1361454554.55455	-56.44213047
1381474474.47447	-54.11753792
1401494394.39439	-47.22405906
1421514314.31431	-61.72851271
1441534234.23423	-58.46799117
1461554154.15415	-56.2446651
1481574074.07407	-57.46371644
1501593993.99399	-52.00158414
1521613913.91391	-55.7782618
1541633833.83383	-60.25860437
1561653753.75375	-52.99072184
1581673673.67367	-51.25467155
1601693593.59359	-51.30555687
1621713513.51351	-50.53706889
1641733433.43343	-62.25584837
1661753353.35335	-61.6421833
1681773273.27327	-66.59221785
1701793193.19319	-55.57457922
1721813113.11311	-54.6122273
1741833033.03303	-52.15190855
1761852952.95295	-54.06749612
1781872872.87287	-57.52324345
1801892792.79279	-55.07522173
1821912712.71271	-55.57514096
1841932632.63263	-56.24745886
1861952552.55255	-53.61853305
1881972472.47247	-54.74963974
1901992392.39239	-64.21610377
1922012312.31231	-62.30385533
1942032232.23223	-67.11172743
1962052152.15215	-54.75635446
1982072072.07207	-65.75233753
2002091991.99199	-59.12670871
2022111911.91191	-55.43114164
2042131831.83183	-56.58857648
2062151751.75175	-55.73728283
2082171671.67167	-54.20952463
2102191591.59159	-52.46912842
2122211511.51151	-52.14997421
2142231431.43143	-53.69945954
2162251351.35135	-58.54253026
2182271271.27127	-58.12367751
2202291191.19119	-53.67533522
2222311111.11111	-55.83098096
2242331031.03103	-68.37144398
2262350950.95095	-56.40884442
2282370870.87087	-65.74189396
2302390790.79079	-61.3753192
2322410710.71071	-56.02948994
2342430630.63063	-57.75280586
2362450550.55055	-60.84956062
2382470470.47047	-65.81411245
2402490390.39039	-57.3305702
2422510310.31031	-50.17808285
2442530230.23023	-53.01449187
2462550150.15015	-55.09578949
2482570070.07007	-54.46952899
2502589989.98999	-62.44251752
2522609909.90991	-60.4091362
2542629829.82983	-66.38564295
2562649749.74975	-50.68941335
2582669669.66967	-59.09141122
2602689589.58959	-58.79634791
2622709509.50951	-69.08017931
2642729429.42943	-66.85016031
2662749349.34935	-52.24545008
2682769269.26927	-71.78473779
2702789189.18919	-54.22407965
2722809109.10911	-65.85675097
2742829029.02903	-54.76286431
2762848948.94895	-60.71203533
2782868868.86887	-55.4876376
2802888788.78879	-55.56829095
2822908708.70871	-58.28330625
2842928628.62863	-59.07897253
2862948548.54855	-57.97111811
2882968468.46847	-56.42769818
2902988388.38839	-58.21379407
2923008308.30831	-58.77575725
2943028228.22823	-56.65101193
2963048148.14815	-65.61505293
2983068068.06807	-56.08275242
3003087987.98799	-55.77611779
3023107907.90791	-55.6965222
3043127827.82783	-56.60950989
3063147747.74775	-62.5543967
3083167667.66767	-59.36062667
3103187587.58759	-52.70694703
3123207507.50751	-67.76655929
3143227427.42743	-65.17187891
3163247347.34735	-51.83830993
3183267267.26727	-53.48016398
3203287187.18719	-52.2665158
3223307107.10711	-58.16052337
3243327027.02703	-56.80301288
3263346946.94695	-55.02700131
3283366866.86687	-51.5847451
3303386786.78679	-58.82223719
3323406706.70671	-62.06332615
3343426626.62663	-54.93415626
3363446546.54655	-54.73255391
3383466466.46647	-54.59346617
3403486386.38639	-58.6620499
3423506306.30631	-66.40298008
3443526226.22623	-50.97812914
3463546146.14615	-55.05743411
3483566066.06607	-59.89146901
3503585985.98599	-66.15539319
3523605905.90591	-51.32881451
3543625825.82583	-61.71727119
3563645745.74575	-58.0727432
3583665665.66567	-56.04238303
3603685585.58559	-58.96239003
3623705505.50551	-62.69073085
3643725425.42543	-55.96283213
3663745345.34535	-53.95690727
3683765265.26526	-55.18877261
3703785185.18518	-54.13696358
3723805105.1051	-63.93846624
3743825025.02502	-53.09561837
